"Column_Name","TBLNAME","CRFNAME","Description","LENGTH","TYPE","CODE","NOTE","update_stamp"
"STAITOTAL","PSYCHWELL","Assessment of Psychological Well-Being","Total Score","2","N","","NA: missing value","2018-11-27 11:12:56.0"
"PWBMETHOD","PSYCHWELL","Assessment of Psychological Well-Being","Method of Collection:","18","N","1=In-person/Self;2=By phone/Interview","NA: missing value","2018-11-27 11:12:56.0"
"BID","PTDEMOG","Participant Demographics","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","PTDEMOG","Participant Demographics","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"EXAMDAY","PTDEMOG","Participant Demographics","Examination Days Since Consent","10","N","","NA: missing value","2018-11-27 11:12:56.0"
"PTGENDER","PTDEMOG","Participant Demographics","Gender","6","N","1=Male; 2=Female","","2018-11-27 11:12:56.0"
"PTAGE","PTDEMOG","Participant Demographics","Age at Screening Visit","5","N","","","2018-11-27 11:12:56.0"
"PTETHNIC","PTDEMOG","Participant Demographics","Ethnic Category","23","N","1=Hispanic or Latino;2=Not Hispanic or Latino;3=Unknown or Not reported","","2018-11-27 11:12:56.0"
"PTRACE","PTDEMOG","Participant Demographics","Racial Categories","65","T","1=American Indian or Alaskan Native; 2=Asian; 3=Native Hawaiian or Other Pacific Islander; 4=Black or African American; 5=White; 6=Unknown or Not Reported","","2018-11-27 11:12:56.0"
"PTLANG","PTDEMOG","Participant Demographics","Language to be used for testing (only one may be checked and must remain the same throughout the study)","8","N","1=English; 2=Spanish; 3=Japanese","","2018-11-27 11:12:56.0"
"PTPLANG","PTDEMOG","Participant Demographics","Is language to be used for testing the same as primary language?","3","N","1=Yes; 0=No","","2018-11-27 11:12:56.0"
"PTEDUCAT","PTDEMOG","Participant Demographics","Education (years)","2","N","0..40","NA: missing value","2018-11-27 11:12:56.0"
"PTMARRY","PTDEMOG","Participant Demographics","Marital Status","13","N","1=Married; 2=Widowed; 3=Divorced; 4=Never married; 5=Unknown/Other","NA: missing value","2018-11-27 11:12:56.0"
"PTNOTRT","PTDEMOG","Participant Demographics","Participant Retired?","14","N","1=Yes;0=No;2=Not Applicable","NA: missing value","2018-11-27 11:12:56.0"
"PTHOME","PTDEMOG","Participant Demographics","Type of Residence","59","N","1=Independent Living (House, Apartment, Retirement Community); 2=Lives with family; 3=Senior Residence; 4=Assisted Living; 5=Skilled Nursing Facility; 6=Other (specify)","NA: missing value","2018-11-27 11:12:56.0"
"BID","PUBLICITY","Study Publicity Tracking","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","PUBLICITY","Study Publicity Tracking","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","PUBLICITY","Study Publicity Tracking","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:56.0"
"NDREASON","PUBLICITY","Study Publicity Tracking","If No, reason not done:","33","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"PUBTRACK","PUBLICITY","Study Publicity Tracking","Please indicate where the participant heard about the study:","257","T","1=Internal (anyone who is ""site generated"" e.g. via database, medical center, practice group, site advertising);2=Outside physician (e.g. from physician without an existing relationship to site);3=Media (news or other non-paid content on TV, radio, print, or web);4=Advertising (paid advertisement);5=Organization (e.g. ALZ Association, NIA-NIH. AARP, ADCS)","NA: missing value","2018-11-27 11:12:56.0"
"PUBMEDIA","PUBLICITY","Study Publicity Tracking","If Media, indicate whether media was national or local:","10","N","1=National;2=Local;3=Don't know","NA: missing value","2018-11-27 11:12:56.0"
"BID","REGISTRY","Registry","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","REGISTRY","Registry","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"VISTYPE","REGISTRY","Registry","What type of visit was conducted?","11","N","1=Standard;2=Nonstandard;0=Not Done","","2018-11-27 11:12:56.0"
"EXAMDAY","REGISTRY","Registry","Examination Days Since Consent","10","N","","NA: missing value","2018-11-27 11:12:56.0"
"NDREASON","REGISTRY","Registry","If Not Done, reason not done:","63","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"RESCRN","REGISTRY","Registry","Is this participant a rescreen?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"BID","SPINFO","Study Partner Information","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","SPINFO","Study Partner Information","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"RECNO","SPINFO","Study Partner Information","","1","N","","NA: missing value","2018-11-27 11:12:56.0"
"INFRELAT","SPINFO","Study Partner Information","Relationship of the study partner to the participant","24","N","1=Spouse; 2=Adult child; 3=Child-in-law; 4=Other relative; 5=Friend/Companion; 6=Paid caregiver (specify); 7=Other (specify)","NA: missing value","2018-11-27 11:12:56.0"
"INFGENDER","SPINFO","Study Partner Information","Gender of study partner","6","N","1=Male; 2=Female","NA: missing value","2018-11-27 11:12:56.0"
"INFAGE","SPINFO","Study Partner Information","Is study partner 90 or older?","3","N","1=Yes; 0=No","NA: missing value","2018-11-27 11:12:56.0"
"INFAGESP","SPINFO","Study Partner Information","If No, age of study partner:","2","N","18..89","NA: missing value","2018-11-27 11:12:56.0"
"INFLIVE","SPINFO","Study Partner Information","Do the study partner and participant live together?","3","N","1=Yes; 0=No","NA: missing value","2018-11-27 11:12:56.0"
"INFHRS","SPINFO","Study Partner Information","How many hours per week does the study partner spend with the participant in-person?","3","N","0..168","NA: missing value","2018-11-27 11:12:56.0"
"INFHRSOT","SPINFO","Study Partner Information","Other than in-person, how many hours per week does the study partner spend with the participant?","3","N","0..168","NA: missing value","2018-11-27 11:12:56.0"
"BPID","SPINFO","Study Partner Information","Blinded Study Partner ID","10","T","","NA: missing value","2018-11-27 11:12:56.0"
"BID","VIEWS","Views & Perceptions of Amyloid Imaging","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","VIEWS","Views & Perceptions of Amyloid Imaging","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","VIEWS","Views & Perceptions of Amyloid Imaging","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:56.0"
"NDREASON","VIEWS","Views & Perceptions of Amyloid Imaging","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"VMETHOD","VIEWS","Views & Perceptions of Amyloid Imaging","Method of Collection:","18","N","1=In-person/Self;2=By phone/Interview","NA: missing value","2018-11-27 11:12:56.0"
"VSEEK","VIEWS","Views & Perceptions of Amyloid Imaging","1. To seek information on preventative measures (e.g., change diet, exercise, or other lifestyle changes)","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VEASE","VIEWS","Views & Perceptions of Amyloid Imaging","2. To put my mind at ease if I found out I do not have elevated amyloid on my PET scan.","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VRISK","VIEWS","Views & Perceptions of Amyloid Imaging","3. To know more about my risk of developing Alzheimer's disease dementia.","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VPART","VIEWS","Views & Perceptions of Amyloid Imaging","4. To be able to participate in anti-amyloid clinical trials (such as the A4 trial)","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VCNTRB","VIEWS","Views & Perceptions of Amyloid Imaging","5. The desire to contribute to research on Alzheimer's disease","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VAFFAIR","VIEWS","Views & Perceptions of Amyloid Imaging","6. To arrange my personal affairs","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VCNFRM","VIEWS","Views & Perceptions of Amyloid Imaging","7. To confirm the feeling that I might already be developing symptoms of Alzheimer's disease dementia","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VPREP","VIEWS","Views & Perceptions of Amyloid Imaging","8. To prepare my family for my possible illness in the future","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VCURIOUS","VIEWS","Views & Perceptions of Amyloid Imaging","9. Curiosity","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"VOTHER","VIEWS","Views & Perceptions of Amyloid Imaging","10. Other (please list)","10","N","1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely","NA: missing value","2018-11-27 11:12:56.0"
"BID","VITALS","Vital Signs","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","VITALS","Vital Signs","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","VITALS","Vital Signs","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:56.0"
"NDREASON","VITALS","Vital Signs","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"VSWEIGHT","VITALS","Vital Signs","1a. Weight","5","N","","NA: missing value","2018-11-27 11:12:56.0"
"VSWTUNIT","VITALS","Vital Signs","1b. Weight units","9","N","1=Pounds;2=Kilograms","NA: missing value","2018-11-27 11:12:56.0"
"STDWT","VITALS","Vital Signs","Standard Weight","5","N","","NA: missing value","2018-11-27 11:12:56.0"
"VSHEIGHT","VITALS","Vital Signs","2a. Height","5","N","","NA: missing value","2018-11-27 11:12:56.0"
"VSHTUNIT","VITALS","Vital Signs","2b. Height Units","11","N","1=Inches;2=Centimeters","NA: missing value","2018-11-27 11:12:56.0"
"STDHT","VITALS","Vital Signs","Standard Height","5","N","","NA: missing value","2018-11-27 11:12:56.0"
"VSBPSYS","VITALS","Vital Signs","3a. Systolic","3","N","70..250","NA: missing value","2018-11-27 11:12:56.0"
"VSBPDIA","VITALS","Vital Signs","3b. Diastolic","3","N","36..130","NA: missing value","2018-11-27 11:12:56.0"
"VSPULSE","VITALS","Vital Signs","4. Seated Pulse Rate","3","N","30..180","NA: missing value","2018-11-27 11:12:56.0"
"VSRESP","VITALS","Vital Signs","5. Respirations","2","N","4..50","NA: missing value","2018-11-27 11:12:56.0"
"VSTEMP","VITALS","Vital Signs","6a. Temperature","4","N","","NA: missing value","2018-11-27 11:12:56.0"
"VSTEMPUN","VITALS","Vital Signs","6b. Temperature Units","10","N","1=Fahrenheit;2=Celsius","NA: missing value","2018-11-27 11:12:56.0"
"VSTMPSRC","VITALS","Vital Signs","6c. Temperature Source","8","N","1=Oral; 2=Tympanic; 3=Other","NA: missing value","2018-11-27 11:12:56.0"
"STDTEMP","VITALS","Vital Signs","Standard Temperature","4","N","","NA: missing value","2018-11-27 11:12:56.0"
"Hand","C3COMP","Cogstate Computerized Cognitive Battery - C3","Handed","10","T","","","2018-11-27 11:12:56.0"
"Sex","C3COMP","Cogstate Computerized Cognitive Battery - C3","Sex","10","T","","","2018-11-27 11:12:56.0"
"TTime","C3COMP","Cogstate Computerized Cognitive Battery - C3","Task Time","8","N","","","2018-11-27 11:12:56.0"
"Visit","C3COMP","Cogstate Computerized Cognitive Battery - C3","Scheduled Visit Number (provided by external data provider)","3","N","","","2018-12-12 16:16:48.0"
"Tpoint","C3COMP","Cogstate Computerized Cognitive Battery - C3","Time Point","40","T","","","2018-11-27 11:12:56.0"
"TCode","C3COMP","Cogstate Computerized Cognitive Battery - C3","Task Code","50","T","","","2018-11-27 11:12:56.0"
"GMLidx","C3COMP","Cogstate Computerized Cognitive Battery - C3","GML index","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"mps","C3COMP","Cogstate Computerized Cognitive Battery - C3","Moves per Second","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"dur","C3COMP","Cogstate Computerized Cognitive Battery - C3","Duration (msec)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"ter","C3COMP","Cogstate Computerized Cognitive Battery - C3","Total Errors (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"ler","C3COMP","Cogstate Computerized Cognitive Battery - C3","Legal Errors (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"rer","C3COMP","Cogstate Computerized Cognitive Battery - C3","Rule Break Errors (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"per","C3COMP","Cogstate Computerized Cognitive Battery - C3","Perseveration (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"lmn","C3COMP","Cogstate Computerized Cognitive Battery - C3","Reaction Time (log10 msec)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"lsd","C3COMP","Cogstate Computerized Cognitive Battery - C3","Consistency (log10 msec)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"acc","C3COMP","Cogstate Computerized Cognitive Battery - C3","Accuracy (arcsin sqrt correct/total)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"cor","C3COMP","Cogstate Computerized Cognitive Battery - C3","Correct Responses (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"err","C3COMP","Cogstate Computerized Cognitive Battery - C3","Errors (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"presnt","C3COMP","Cogstate Computerized Cognitive Battery - C3","Responses (count)","8","N","","","2018-11-27 11:12:56.0"
"metric","C3COMP","Cogstate Computerized Cognitive Battery - C3","Probability","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"percor","C3COMP","Cogstate Computerized Cognitive Battery - C3","Percentage correct","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"cmv","C3COMP","Cogstate Computerized Cognitive Battery - C3","Correct Moves (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"rth","C3COMP","Cogstate Computerized Cognitive Battery - C3","Return to Head Error (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"sti","C3COMP","Cogstate Computerized Cognitive Battery - C3","Stimuli (count)","8","N","","","2018-11-27 11:12:56.0"
"cfo","C3COMP","Cogstate Computerized Cognitive Battery - C3","Correct Foils (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"res","C3COMP","Cogstate Computerized Cognitive Battery - C3","Responses (count)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"protocolId","C3COMP","Cogstate Computerized Cognitive Battery - C3","Protocol","50","T","","","2018-11-27 11:12:56.0"
"Completion","C3COMP","Cogstate Computerized Cognitive Battery - C3","Completion (1=fail)","8","N","","","2018-11-27 11:12:56.0"
"Integrity","C3COMP","Cogstate Computerized Cognitive Battery - C3","Integrity (1=questionable)","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"BID","C3COMP","Cogstate Computerized Cognitive Battery - C3","Blinded Participant ID","10","T","","","2018-12-10 10:47:13.0"
"VISCODE","C3COMP","Cogstate Computerized Cognitive Battery - C3","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"Session","CPATH","Activities of Daily Living and Interpersonal Functioning Questionnaire - C-Path","Label for the session in the protocol (provided by external data provider)","31","T","","","2018-12-12 16:16:48.0"
"Time","CPATH","Activities of Daily Living and Interpersonal Functioning Questionnaire - C-Path","Local time at the start of the test session","8","T","","","2018-11-27 11:12:56.0"
"Instructions","CPATH","Activities of Daily Living and Interpersonal Functioning Questionnaire - C-Path","Instructions","200","T","","","2018-11-27 11:12:56.0"
"Score","CPATH","Activities of Daily Living and Interpersonal Functioning Questionnaire - C-Path","Score","2","N","","","2018-11-27 11:12:56.0"
"LMN","CPATH","Activities of Daily Living and Interpersonal Functioning Questionnaire - C-Path","Speed of Performance (log10 msec) 2.001 to 6.5","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"BID","CPATH","Activities of Daily Living and Interpersonal Functioning Questionnaire - C-Path","Blinded Participant ID","10","T","","","2018-12-10 10:47:14.0"
"VISCODE","CPATH","Activities of Daily Living and Interpersonal Functioning Questionnaire - C-Path","VISIT CODE","1","NA","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"Session","MACQ","Memory Complaint Questionnaire - MACQ","Label for the session in the protocol (provided by external data provider)","31","T","","","2018-12-12 16:16:48.0"
"Time","MACQ","Memory Complaint Questionnaire - MACQ","Local time at the start of the test session","8","T","","","2018-11-27 11:12:56.0"
"Question","MACQ","Memory Complaint Questionnaire - MACQ","Question on questionnaire or test","200","T","","","2018-11-27 11:12:56.0"
"Answer","MACQ","Memory Complaint Questionnaire - MACQ","Answer indicated on question","200","T","","","2018-11-27 11:12:56.0"
"Question_Number","CPATH","Activities of Daily Living and Interpersonal Functioning Questionnaire - C-Path","Question on questionnaire or test","2","T","","NA: missing value","2018-12-14 09:41:51.0"
"Score","MACQ","Memory Complaint Questionnaire - MACQ","Score 0 to 30","2","N","","","2018-11-27 11:12:56.0"
"LMN","MACQ","Memory Complaint Questionnaire - MACQ","Speed of Performance (log10 msec) 2.001 to 6.5","8","N","","NA: missing value","2018-11-27 11:12:56.0"
"BID","MACQ","Memory Complaint Questionnaire - MACQ","Blinded Participant ID","10","T","","","2018-12-10 10:47:14.0"
"VISCODE","MACQ","Memory Complaint Questionnaire - MACQ","VISIT CODE","1","NA","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"LeftCorticalGrayMatter","VMRI","Volumetric MRI","Volume of left cortical gray matter","NA","N","","","2018-11-27 11:12:56.0"
"RightCorticalGrayMatter","VMRI","Volumetric MRI","Volume of right cortical gray matter","NA","N","","","2018-11-27 11:12:56.0"
"LeftLateralVentricle","VMRI","Volumetric MRI","Volume of left lateral ventricle","NA","N","","","2018-11-27 11:12:56.0"
"RightLateralVentricle","VMRI","Volumetric MRI","Volume of right lateral ventricle","NA","N","","","2018-11-27 11:12:56.0"
"LeftInferiorLateralVentricle","VMRI","Volumetric MRI","Volume of left inferior lateral ventricle","NA","N","","","2018-11-27 11:12:56.0"
"RightInferiorLateralVentricle","VMRI","Volumetric MRI","Volume of right inferior lateral ventricle","NA","N","","","2018-11-27 11:12:56.0"
"LeftThalamus","VMRI","Volumetric MRI","Volume of left thalamus","NA","N","","","2018-11-27 11:12:56.0"
"RightThalamus","VMRI","Volumetric MRI","Volume of right thalamus","NA","N","","","2018-11-27 11:12:56.0"
"LeftCaudate","VMRI","Volumetric MRI","Volume of left caudate","NA","N","","","2018-11-27 11:12:56.0"
"RightCaudate","VMRI","Volumetric MRI","Volume of right caudate","NA","N","","","2018-11-27 11:12:56.0"
"LeftPutamen","VMRI","Volumetric MRI","Volume of left putamen","NA","N","","","2018-11-27 11:12:56.0"
"RightPutamen","VMRI","Volumetric MRI","Volume of right putamen","NA","N","","","2018-11-27 11:12:56.0"
"LeftPallidum","VMRI","Volumetric MRI","Volume of left pallidum","NA","N","","","2018-11-27 11:12:56.0"
"RightPallidum","VMRI","Volumetric MRI","Volume of right pallidum","NA","N","","","2018-11-27 11:12:56.0"
"LeftHippocampus","VMRI","Volumetric MRI","Volume of left hippocampus","NA","N","","","2018-11-27 11:12:56.0"
"RightHippocampus","VMRI","Volumetric MRI","Volume of right hippocampus","NA","N","","","2018-11-27 11:12:56.0"
"LeftAmygdala","VMRI","Volumetric MRI","Volume of left amygdala","NA","N","","","2018-11-27 11:12:56.0"
"RightAmygdala","VMRI","Volumetric MRI","Volume of right amygdala","NA","N","","","2018-11-27 11:12:56.0"
"LeftVentralDiencephalon","VMRI","Volumetric MRI","Volume of left ventral diencephalon","NA","N","","","2018-11-27 11:12:56.0"
"RightVentralDiencephalon","VMRI","Volumetric MRI","Volume of right ventral diencephalon","NA","N","","","2018-11-27 11:12:56.0"
"LeftCerebellarWhiteMatter","VMRI","Volumetric MRI","Volume of left cerebellar white matter","NA","N","","","2018-11-27 11:12:56.0"
"RightCerebellarWhiteMatter","VMRI","Volumetric MRI","Volume of right cerebellar white matter","NA","N","","","2018-11-27 11:12:56.0"
"LeftCerebellarGrayMatter","VMRI","Volumetric MRI","Volume of left cerebellar gray matter","NA","N","","","2018-11-27 11:12:56.0"
"RightCerebellarGrayMatter","VMRI","Volumetric MRI","Volume of left cerebellar gray matter","NA","N","","","2018-11-27 11:12:56.0"
"LeftWMHypo","VMRI","Volumetric MRI","Volume of left white matter hypointensity","NA","N","","","2018-11-27 11:12:56.0"
"RightWMHypo","VMRI","Volumetric MRI","Volume of right white matter hypointensity","NA","N","","","2018-11-27 11:12:56.0"
"LeftEntorhinal","VMRI","Volumetric MRI","Volume of left entorhinal","NA","N","","","2018-11-27 11:12:56.0"
"RightEntorhinal","VMRI","Volumetric MRI","Volume of right entorhinal","NA","N","","","2018-11-27 11:12:56.0"
"LeftFusiform","VMRI","Volumetric MRI","Volume of left fusiform","NA","N","","","2018-11-27 11:12:56.0"
"RightFusiform","VMRI","Volumetric MRI","Volume of right fusiform","NA","N","","","2018-11-27 11:12:56.0"
"LeftInferiorparietal","VMRI","Volumetric MRI","Volume of left inferior parietal","NA","N","","","2018-11-27 11:12:56.0"
"RightInferiorparietal","VMRI","Volumetric MRI","Volume of right inferior parietal","NA","N","","","2018-11-27 11:12:56.0"
"LeftInferiortemporal","VMRI","Volumetric MRI","Volume of left inferior temporal","NA","N","","","2018-11-27 11:12:56.0"
"RightInferiortemporal","VMRI","Volumetric MRI","Volume of right inferior temporal","NA","N","","","2018-11-27 11:12:56.0"
"LeftMiddletemporal","VMRI","Volumetric MRI","Volume of left middle temporal","NA","N","","","2018-11-27 11:12:56.0"
"RightMiddletemporal","VMRI","Volumetric MRI","Volume of right middle temporal","NA","N","","","2018-11-27 11:12:56.0"
"LeftParahippocampal","VMRI","Volumetric MRI","Volume of left parahippocampal","NA","N","","","2018-11-27 11:12:56.0"
"RightParahippocampal","VMRI","Volumetric MRI","Volume of right parahippocampal","NA","N","","","2018-11-27 11:12:56.0"
"LeftSuperiorfrontal","VMRI","Volumetric MRI","Volume of left superior frontal","NA","N","","","2018-11-27 11:12:56.0"
"RightSuperiorfrontal","VMRI","Volumetric MRI","Volume of right superior frontal","NA","N","","","2018-11-27 11:12:56.0"
"LeftSuperiorparietal","VMRI","Volumetric MRI","Volume of left superior parietal","NA","N","","","2018-11-27 11:12:56.0"
"RightSuperiorparietal","VMRI","Volumetric MRI","Volume of right superior parietal","NA","N","","","2018-11-27 11:12:56.0"
"LeftSuperiortemporal","VMRI","Volumetric MRI","Volume of left superior temporal","NA","N","","","2018-11-27 11:12:56.0"
"RightSuperiortemporal","VMRI","Volumetric MRI","Volume of right superior temporal","NA","N","","","2018-11-27 11:12:56.0"
"LeftTemporalpole","VMRI","Volumetric MRI","Volume of left temporal pole","NA","N","","","2018-11-27 11:12:56.0"
"RightTemporalpole","VMRI","Volumetric MRI","Volume of right temporal pole","NA","N","","","2018-11-27 11:12:56.0"
"Brainstem","VMRI","Volumetric MRI","Volume of brainstem","NA","N","","","2018-11-27 11:12:56.0"
"ForebrainParenchyma","VMRI","Volumetric MRI","Volume of forebrain parenchyma","NA","N","","","2018-11-27 11:12:56.0"
"IntraCranialVolume","VMRI","Volumetric MRI","Total intracranial volume","NA","N","","","2018-11-27 11:12:56.0"
"HOC","VMRI","Volumetric MRI","Hippocampal Occupancy Score: Ratio of hippocampal volume to sum of hippocampal volume and inferior lateral ventricle","NA","N","","","2018-11-27 11:12:56.0"
"BID","VMRI","Volumetric MRI","Blinded Participant ID","NA","T","","","2018-11-27 11:12:56.0"
"VISCODE","VMRI","Volumetric MRI","VISIT CODE","NA","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"protocol","PETSUVR","Amyloid PET SUVR","Protocol identifier","NA","T","","","2018-11-27 11:12:56.0"
"scan_number","PETSUVR","Amyloid PET SUVR","Scan number from PET Acquisition document","NA","T","","","2018-11-27 11:12:56.0"
"visit_code","PETSUVR","Amyloid PET SUVR","Visit code decoded from scan_number (provided by external data provider)","NA","T","","","2018-12-12 16:16:48.0"
"Answer_Text","MACQ","Memory Complaint Questionnaire - MACQ","The actual answer given, in text format","200","T","","","2018-12-12 16:16:48.0"
"ligand","PETSUVR","Amyloid PET SUVR","Ligand","NA","T","","","2018-11-27 11:12:56.0"
"scan_analyzed","PETSUVR","Amyloid PET SUVR","Was the scan able to be analyzed?","NA","T","","","2018-11-27 11:12:56.0"
"other_specify","PETSUVR","Amyloid PET SUVR","Other reason scan not analyzed (255 char max)","NA","T","","","2018-11-27 11:12:56.0"
"brain_region","PETSUVR","Amyloid PET SUVR","8 regions of interest as outlined in Appendix 2: region list","NA","T","","","2018-11-27 11:12:56.0"
"suvr_cer","PETSUVR","Amyloid PET SUVR","Standard uptake value ratio (blcere_all)","NA","N","","","2018-12-10 10:47:14.0"
"BID","PETSUVR","Amyloid PET SUVR","Blinded Participant ID","NA","T","","","2018-11-27 11:12:56.0"
"VISCODE","PETSUVR","Amyloid PET SUVR","VISIT CODE","NA","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"BID","SUBJINFO","Subject Information","Subject Identifier","10","","","","2018-11-27 11:12:56.0"
"AGEYR","SUBJINFO","Subject Information","Age in Years at Consent","5","","","NA: missing value","2018-11-27 11:12:56.0"
"APOEGN","SUBJINFO","Subject Information","ApoE4 Genotype","5","","","NA: missing value","2018-11-27 11:12:56.0"
"APOEGNPRSNFLGSNM","SUBJINFO","Subject Information","APOE Genotype Present Flag SNM","1","","","NA: missing value","2018-11-27 11:12:56.0"
"LRNFLGSNM","SUBJINFO","Subject Information","Enrolled in LEARN Flag SNM","1","","","","2018-11-27 11:12:56.0"
"BID","SPPACC","The Preclinical Alzheimer Cognitive Composite at Screening - spPACC","Subject Identifier","NA","","","","2018-11-27 11:12:56.0"
"VISID","SPPACC","The Preclinical Alzheimer Cognitive Composite at Screening - spPACC","Visit Identifier (same as VISCODE)","NA","","","","2018-12-12 16:16:48.0"
"VISCODE","SPPACC","The Preclinical Alzheimer Cognitive Composite at Screening - spPACC","Visit Code","NA","","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"VISDESC","SPPACC","The Preclinical Alzheimer Cognitive Composite at Screening - spPACC","Visit Description","NA","","","","2018-11-27 11:12:56.0"
"PACCASMDY","SPPACC","The Preclinical Alzheimer Cognitive Composite at Screening - spPACC","PACC Assessment Days Since Consent","NA","","","NA: missing value","2018-11-27 11:12:56.0"
"PACCSEQID","SPPACC","The Preclinical Alzheimer Cognitive Composite at Screening - spPACC","PACC Sequence Identifier","NA","","","","2018-11-27 11:12:56.0"
"PACCQSNUM","SPPACC","The Preclinical Alzheimer Cognitive Composite at Screening - spPACC","PACC Question Number","NA","","","","2018-11-27 11:12:56.0"
